"_id","_labels","accepted_answer_id","answer_count","body_markdown","creation_date","display_name","injected","is_accepted","link","name","score","synthlabel","title","updated","uuid","view_count","_start","_end","_type","deleted","updated"
"137326","User","","","","","Venkat","","","","","","User","","false","2882083","",,,,,
"137327","Question","76807045","3","I have written the following custom function that performs a complex search and returns a list of IDs. Here is a simplified version

    CALL apoc.custom.declareFunction(&#39;test()LIST OF INTEGER?&#39;, &#39;
        MATCH (mMovie)
        WITH m.id AS id
        LIMIT 1
        RETURN id
    &#39;)

The function is intended to be used in the following query

    MATCH (mMovie)
    WHERE m.id IN custom.test()
    RETURN m.title AS title

When testing the function with `RETURN custom.test() as ids`, the execution result is `[{&#39;ids&#39; [57]}]`

In the case where the function finds nothing (for the simplified version, I replace `LIMIT 1` with `LIMIT 0`), I expect the function to return `[{&#39;ids&#39; []}]`. However, instead, **it simply hangs**.

I have tried defining the return type as both `LIST OF INTEGER` and `LIST OF INTEGER?`.

Is this an APOC bug? How can I resolve this issue?","1690536985","","","","https//stackoverflow.com/q/76786571","","","Question","Neo4j APOC custom function hangs when nothing is found","false","76786571","72",,,,,
"137328","User","","","","","Vitaliy","","","","","","User","","false","2738250","",,,,,
"137329","Question","","0","in our neo4j database, &quot;Device&quot; node  is connected to &quot;DeviceFeature&quot; node with one way relation called &quot;has&quot;. I am trying to find an efficient way to model this in my graphql api. I am using Strawberry and FastAPI. The below code works but I guess there might be a better way to achieve this goal, possibly a better way than iteration over each device.

I would like to get devicefeature of a device by writring a graphql query like below

    query {
      get_device(limit20) {
        TAC_CODE
        device
        type
        has {
          id
          TAC_CODE
          brand_name
          gsma_device_type
          manufacturer_name
          model_family
          operating_system
        }
      }
    }

I would like to also be able to run the below query as well

 

    query {
     get_device(limit20) {
            TAC_CODE
            device
            type
    }
    }

My python code is

```py

@strawberry.type
class Device
    TAC_CODE Optional[int]
    device Optional[str]
    type Optional[str]
    has Optional[List[DeviceFeature]] = None

@strawberry.type
class DeviceFeature
    id Optional[int]
    TAC_CODE  Optional[str]
    brand_name Optional[str]
    gsma_device_type Optional[str]
    manufacturer_name Optional[str]
    model_family Optional[str]
    operating_system Optional[str]

@strawberry.type
class DeviceFeatureQuery
    @strawberry.field
    async def get_devicefeature(
         ... some code to run a cypher query


@strawberry.type
class DeviceQuery
    @strawberry.field
    async def get_device(self, infoInfo, filters Optional[List[str]] = None, limit Optional[int] = None) -&gt; List[&#39;Device&#39;]

        device_fields = info.return_type
        print(&quot;device_fields&quot;)
        print(device_fields)
        # Extract the names of the attributes of the &#39;Device&#39; type
        device_attribute_names = {
  
                selection.name
                for field in info.selected_fields
                for selection in field.selections
                
            }
      
        cypher_query = &quot;MATCH (cDevice)&quot;
        where_conditions = []
        if filters
            where_conditions = [f&quot;{field} = &#39;{value}&#39;&quot; for field, value in filters]
        if where_conditions
            cypher_query += &quot; WHERE &quot; + &quot; AND &quot;.join(where_conditions)
        cypher_query += &quot; RETURN c&quot;
        if limit is not None
            cypher_query += f&quot; LIMIT {limit}&quot;
        loop = asyncio.get_running_loop()
        neo4j_uri_instance=neo4j_uri(info.context[&#39;user&#39;][&#39;access_token&#39;])
        with neo4j_uri_instance.driver.session() as session
            result = await loop.run_in_executor(None, session.run, cypher_query)
            devices = [Device(TAC_CODE=record[&#39;c&#39;][&#39;TAC_CODE&#39;],  device=record[&#39;c&#39;][&#39;device&#39;], type=record[&#39;c&#39;][&#39;type&#39;]) for record in result]
            if &quot;has&quot; in device_attribute_names
                print(&quot;request has &#39;has&#39;&quot;)
                for device in devices
            
                    device.has= await DeviceQuery.get_device_devicefeatures ( info,device.TAC_CODE)
                 
        return devices


    
    async def get_device_devicefeatures( infoInfo,tac_code int ) -&gt; List[DeviceFeature]
        access_token = info.context[&#39;user&#39;][&#39;access_token&#39;]
        cypher_query = f&quot;MATCH (dDevice)-[HAS]-&gt;(dfDeviceFeature) where d.TAC_CODE={tac_code} RETURN df limit 10&quot;
        #print (cypher_query)
        loop = asyncio.get_running_loop()
        neo4j_uri_instance=neo4j_uri(access_token)
        with neo4j_uri_instance.driver.session() as session
            result = await loop.run_in_executor(None, session.run, cypher_query)
            device_features = [DeviceFeature(id=record[&#39;df&#39;][&#39;id&#39;],TAC_CODE=record[&#39;df&#39;][&#39;TAC_CODE&#39;],manufacturer_name =record[&#39;df&#39;][&#39;manufacturer_name&#39;], model_family=record[&#39;df&#39;][&#39;model_family&#39;], operating_system=record[&#39;df&#39;][&#39;operating_system&#39;], brand_name=record[&#39;df&#39;][&#39;brand_name&#39;], gsma_device_type=record[&#39;df&#39;][&#39;gsma_device_type&#39;]) for record in result]
        return device_features
```
","1690512099","","","","https//stackoverflow.com/q/76784542","","","Question","model node-relation in graphql api in python","false","76784542","47",,,,,
"137330","User","","","","","Moh-Spark","","","","","","User","","false","19489763","",,,,,
"137331","Question","","1","I&#39;m trying to find if in my database I have a closed loop consisting of only nodes that match certain criteria. I know how to specify a variable number of relationships matching criteria, such as `-[rel_typetype*]-&gt;`, but I can&#39;t figure out how to specify the criteria for the nodes I want to have in the variable length path.

I tried this, but it found nodes not matching the criteria

    match (n{rel_type&#39;type&#39;})
    match (m) -[*]-&gt; (m)
    return m","1690485539","","","","https//stackoverflow.com/q/76782807","","","Question","How to write a neo4j cypher query to find closed loop of similar nodes","false","76782807","49",,,,,
"137332","User","","","","","Mike Holczer","","","","","","User","","false","6146065","",,,,,
"137333","Question","76764673","2","I am trying to get all of the nodes and relationships of a node up to n jumps(edges). Meaning that what are the nodes that I can reach with e.g., n edges, and what are the relations in between each node.

Assume that my entire graph looks like the following `s-[r1]-x-[r2]-n`, where s, x and n are nodes, and r1 and r2 are relations.

The following query returns entire paths going from &quot;s&quot; to &quot;n&quot;

```
MATCH (sType1 {id &quot;some_id&quot;})-[r*1..2]-(n)
RETURN s,r,n
// please note that I don&#39;t necessarily mean 1..2 connections
// it should be generalizable to 1..n
```
It returns
1. s-r1-x
2. s-(r1 and r2)-n

However, what I want is
1. s-r1-x
2. x-r2-n

How can I achieve this?","1690294841","","","","https//stackoverflow.com/q/76763682","","","Question","Get neighbors of a node that can be reached with n jumps (edges)","false","76763682","41",,,,,
"137334","User","","","","","JollyRoger","","","","","","User","","false","8739916","",,,,,
"137335","Question","","1","I have a graph of unknown length.  I need to be able to start from a node and traverse the length of the entire chain.  I am able to do this using the quantified path pattern like below

```
MATCH (Station { name &#39;Station A&#39; })((Station)-[NEXT]-&gt;(Station)){1,}(aStation))
RETURN *
```

However, it is not enough to return all of the nodes.  At a particular node I have many NEXT relationships that point to other nodes.  The correct path to take is determined by plucking off the name property from the previous node, and comparing that to the name property on all of the relationships.  As an example

`(Station {name&quot;Station A&quot;})-[NEXT]-&gt;(Station {name&quot;Station B&quot;})
`
At the Station node named &quot;Station B&quot;, I have 3 NEXT relationships
```
[NEXT {name&quot;Station A}]
[NEXT {name&quot;Station B}]
[NEXT {name&quot;Station C}]
```

The correct traversal is [NEXT {name&quot;Station A}] because the node prior to B is the node with the name &quot;Station A&quot;

Ultimately, I need to return a chain of an indefinite length.  At each step of the graph, the correct path to take is determined by a value on the previous node.  How can I achieve this with a Cypher Query?

Thank you

I tried the following

```
```
MATCH (aStation { name &#39;Station A&#39; })((Station)-[NEXT {namea.name}]-&gt;(Station)){1,}(aStation))
RETURN *
```
```

But get the following error
`From within a quantified path pattern, one may only reference variables, that are already bound in a previous `MATCH` clause.
`
","1689797937","","","","https//stackoverflow.com/q/76724911","","","Question","Neo4j Traverse Graph of Indefinite Length With Selection Criteria","false","76724911","51",,,,,
"137336","User","","","","","Kadeem Walsh","","","","","","User","","false","22254377","",,,,,
"137337","Question","76724396","1","I&#39;m a student working on a report focused on Neo4j. I&#39;ve come across the terms &quot;native projections&quot; and &quot;cypher projections&quot;&#160; and I&#39;m having some trouble understanding the distinction between the two. Can someone please shed some light on this and help me grasp the key differences?

I&#39;ve gone through the official Neo4j documentation, but the explanations were a bit elusive, and I&#39;d love to get some additional information.
How do native and cypher projections differ, and when should I consider using one over the other?
What are the differences in performance and functionality?
Any examples or use cases illustrating the contrast would be highly appreciated.

Thank you all in advance for your help!
","1689777305","","","","https//stackoverflow.com/q/76722460","","","Question","Projections in Neo4j","false","76722460","63",,,,,
"137338","User","","","","","Marc","","","","","","User","","false","22252961","",,,,,
"137339","Question","76809108","1","I&#39;m using jqassistant-maven-plugin version 1.10.1 with common Neo4j database and am trying to collate scanning from multiple Spring boot based java applications. I&#39;ve disabled reset database so that I can collate scan information from multiple projects and identify API clients invoking API services from within other apps and see if there is any cyclic dependencies. When I do so the first maven build is working fine. But when I run the second application scan, it fails with the below error

&gt;org.neo4j.driver.exceptions.DatabaseException The shortest path algorithm does not work when the start and end nodes are the same. This can happen if you
perform a shortestPath search after a cartesian product that might have the same start and end nodes for some
of the rows passed to shortestPath. If you would rather not experience this exception, and can accept the
possibility of missing results for those rows, disable this in the Neo4j configuration by setting
`cypher.forbid_shortestpath_common_nodes` to false. If you cannot accept missing results, and really want the
shortestPath between two common nodes, then re-write the query using a standard Cypher variable length pattern
expression followed by ordering by path length and limiting to one result.

The package names of the class are different and there may be couple of classes that might be named similar but the fully qualified names should not create a name collision. Not sure what&#39;s causing this and how to resolve this. Any help would be appreciated.

**EDIT** The query that&#39;s failing is given below

    UNWIND $batch as entry 
    CREATE (nFileDirectoryPackageJava) 
    SET n=entry[&#39;n&#39;]   
    RETURN collect({oldIdentry[&#39;id&#39;], newIdid(n)}) as nodes&#39;, {batch=[{n={name=controller, file
    Name=/com/mycompany/client/controller, fqn=com.mycompany.client.controller}, id=-9}]}

Unfortunately I don&#39;t have control on the query generated as its auto generated by the jqassistant-maven-plugin.","1689660942","","","","https//stackoverflow.com/q/76709965","","","Question","jQassistant assessment failing with multiple projects","false","76709965","66",,,,,
"137340","Question","","1","The py2neo cursor has attributes relating to if a query is writing data in `cursor.summary()` and `cursor.stats()`
However this dictionary remains the same both before and after `graph.commit(tx)`.

How can I confirm that `graph.commit(tx)` has written changes to the database?

My code is as follows


```lang-python
from py2neo import Graph


def process_query(cursor)
    # Some logic would go here to create query 2 from the response of query 1.
    dummy_query = &quot;CREATE (Person {name &#39;John&#39;})&quot;
    return dummy_query


# Create link.
graph = Graph(uri=&quot;*****&quot;, auth=(&quot;*****&quot;, &quot;*****&quot;))

# Start transaction.
tx = graph.begin()

# Run first query.
cursor1 = tx.run(&quot;MATCH (n) RETURN n&quot;)

# Process data from first query.
query2 = process_query(cursor1)

# Run second query.
cursor2 = tx.run(query2)

# Commit the transaction.
graph.commit(tx)

# Need logic here on success of final operation.

```
I can get the write information from `cursor2.stats()` but how should I monitor `graph.commit(tx)` if the transaction is unsuccesful? Does it throw an exception or return a specific response?

I have looked at the docs but I cannot get a clear idea on how this function works exactly.","1689604020","","","","https//stackoverflow.com/q/76705469","","","Question","How to check if graph.commit(tx) has updated records in py2neo","false","76705469","40",,,,,
"137341","User","","","","","cmf","","","","","","User","","false","5027541","",,,,,
"137342","Question","","0","Can we execute cypher query through qliksense using ODBC connection?
Also, can anyone share the network graph used in qliksense which supports more nodes with arrow for indication and selection on nodes allowed? 

I am trying to load with normal SQL select statements but need to execute a cypher query","1689573737","","","","https//stackoverflow.com/q/76701842","","","Question","Neo4j odbc connection to qliksense","false","76701842","24",,,,,
"137343","User","","","","","Shruthi B.K","","","","","","User","","false","22213219","",,,,,
"137344","Question","76682867","2","I&#39;m trying to retrieve nodes where none of the relationships to that node have a specific property value. For example, I would like the query to return `foo` in the following example, because both relationships to `foo` have `prop = false`. 

`(bar0) -[{propfalse}]-&gt; (foo) &lt;-[{propfalse}]- (bar1)`

On the other hand, I would like the query to return `null` in the following example, because a subset of the relationships to `foo` have `prop = true`. 

`(bar0) -[{propfalse}]-&gt; (foo) &lt;-[{proptrue}]- (bar1)`

So far, I&#39;ve tried

```
MATCH (foo)-[r]-(bar)
WITH collect(r) as rs, foo, bar
WHERE NONE(r in rs WHERE r.prop = True)
UNWIND rs as r
RETURN foo, bar, r
```

However, this still returns `foo`, it just removes the relationship where `prop = True`. 

I also tried using `CASE`, but run into the same problem.

```
MATCH (foo)-[r]-(bar)
WITH collect(r) as rs, foo
RETURN
CASE 
WHEN ALL(r in rs WHERE r.prop=False)
    THEN foo
ELSE null
END
```

Ideally, the query would also return nodes with no relationships as well, but I can also handle that with a separate query.
","1689265708","","","","https//stackoverflow.com/q/76681546","","","Question","Retrieve nodes where all relationships match a criteria in neo4j","false","76681546","52",,,,,
"137345","User","","","","","sjeknic","","","","","","User","","false","13895257","",,,,,
"137346","Question","76691823","1","I have two node types &quot;Person&quot; and &quot;Company&quot;. There is also a relationship called &quot;Shareholder&quot;, which can be from Person to Company or Company to Company (as companies can also hold shares in other companies). The Shareholder relationship has three properties &quot;shareholding_start_date&quot;, &quot;shareholding_end_date&quot;, &quot;number_of_shares&quot;.

I have a query which takes in Company name (call it &#39;ABC&#39;), as well as provide a date (e.g. &#39;2021-07-23&#39;), and the query returns all Person/Company nodes that are shareholders of c at the date &#39;2021-07-23&#39; (i.e. shareholding_start_date &lt; 2021-07-23 &lt; shareholding_end_date). It also calculates the percentage based on &#39;number_of_shares&#39;. 

The working query is below 

    MATCH (cCompany {name”ABC”})&lt;-[rShareholder]-(s)
    WHERE R.shareholding_start_date &lt;= Date(“2021-07-23”) 
       AND r.shareholding_end_date &gt;= DATE(“2021-07-23”)
    WITH c, 
    collect(s) as shareholders, 
    collect(r) as rels, 
    sum(r.number_of_shares) AS totalShares
    UNWIND range(0, size(rels) - 1) AS I
    RETURN shareholders[i].name AS shareholder, 
    100.0 * rels[i].number_of_shares/totalShares as percentTotalShares

I am looking to extend this so that it also shows shareholders of shareholders, up to a certain layer limit which can be defined in the query (let&#39;s say 3, for example). So in the above example, the query will return all shareholders of company &#39;ABC&#39;, which may be &quot;Person&quot; or &quot;Company&quot; node types. In the case where the shareholders of &#39;ABC&#39; are &quot;Company&quot; nodes, I basically want to repeat the same code on them and list all their Shareholders, along with the shareholding % in that company. This should continue until we reach the limit (i.e. 3). 
","1689212694","","","","https//stackoverflow.com/q/76675398","","","Question","Extending layers of nodes in neo4j graph","false","76675398","59",,,,,
"137347","User","","","","","Programmer","","","","","","User","","false","4958156","",,,,,
"137348","Question","76682768","1","Say I have nodes of types A, B and C, and I have the following graph
[![enter image description here](https//i.stack.imgur.com/QD5Y1.png)](https//i.stack.imgur.com/QD5Y1.png)

    @NodeEntity
    data class A(
        @Id val id String? = null,
        @Relationship(type = &quot;HAS_B&quot;)
        val b MutableSet&lt;B&gt; = mutableSetOf&lt;B&gt;()
    )
    
    @RelationshipEntity(type = &quot;HAS_B&quot;)
    data class HasB @JvmOverloads constructor(
        @Id @GeneratedValue val id Long? = null,
        @StartNode val start A = A(),
        @EndNode val end B = B()
    )
    
    @NodeEntity
    data class B(
        @Id val id String? = null,
        @Relationship(type = &quot;HAS_C&quot;)
        val c MutableSet&lt;C&gt; = mutableSetOf&lt;C&gt;()
    )
    
    ...

My goal is to load the node A, together with the connected B and C nodes.

Currently (in Kotlin code) I am doing `session.load(Aclass.java, &quot;a1&quot;, -1)`, which uses this implementation
`&lt;T,ID extends Serializable&gt; T load(Class&lt;T&gt; type, ID id, int depth)` (from [here](https//javadoc.io/static/org.neo4j/neo4j-ogm-core/3.2.3/org/neo4j/ogm/session/Session.html))

Supposedly, with depth = -1, this should load node A together with all its connected nodes. However, it seems to only load the node A. 

What is causing this issue, and how to fix it?","1689147430","","","","https//stackoverflow.com/q/76668155","","","Question","Neo4j OGM How to correctly use @RelationshipEntity to load connected nodes","false","76668155","88",,,,,
"137349","User","","","","","ConfusedPenguin","","","","","","User","","false","16329148","",,,,,
"137350","Question","","1","
```
@Node(&quot;label&quot;)
public class Object extends  Auditable&lt;String&gt; implements Serializable {

    @Id
    @GeneratedValue
    private Long id;
    ....
//getter 
//setter
//constructor


}


public class ExtendedObject extends Object{

    private Long projectId;
    private String projectName;
    private Long clientID;
 
// extra field which i don&#39;t want to store in entity but want to retrieve while fetching the Object


}


@Repository
public interface ObjectRepo extends Neo4jRepository&lt;Object, Long&gt; {

@Query(&quot;&quot;)
List&lt;ExtendedObject&gt; findPosition(@Param(&quot;comparison&quot;) String comparison);

}
```


I provided necessary annotation whenever necessary.

I want to map the query result into an `ExtendedObject`, but it&#39;s throwing error

    neo4j.com.example.entity.ExtendedObject is not a known entity



","1689062103","","","","https//stackoverflow.com/q/76659774","","","Question","&quot;neo4j.com.example.entity.ExtendedObject is not a known entity&quot; when mapping data to ExtendedObject","false","76659774","64",,,,,
"137351","User","","","","","Prasanna","","","","","","User","","false","20518585","",,,,,
"137352","Question","","1","is it possible to access data of same label name in two databases and different alias in composite database.
for example - label = person , which i have created in two different databases personDbPartition1 and personDbPartition2 respectively. i have separate alias also, see below commands 

```sql
CREATE DATABASE personDbPartition1 TOPOLOGY 3 PRIMARY;
CREATE DATABASE personDbPartition2 TOPOLOGY 3 PRIMARY;

CREATE COMPOSITE DATABASE socialDb;
CREATE ALIAS socialDb.personP1 FOR DATABASE personDbPartition1;
CREATE ALIAS socialDb.personP2 FOR DATABASE personDbPartition2;
```

1. personDbPartition1 i have created data in personDbPartition1 and relationships 
```sql
CREATE (pperson {name &#39;user10001&#39;, age 30});
CREATE (pperson {name &#39;user10002&#39;, age 30});
CREATE (pperson {name &#39;user10003&#39;, age 30});
CREATE (pperson {name &#39;user10004&#39;, age 30});

CREATE CONSTRAINT for (pperson) REQUIRE p.name IS UNIQUE;

match(aperson{name &#39;user10001&#39;}),(bperson{name &#39;user10002&#39;}) create(a)-[knows]-&gt;(b) return a,b;
match(aperson{name &#39;user10002&#39;}),(bperson{name &#39;user10003&#39;}) create(a)-[knows]-&gt;(b) return a,b;
match(aperson{name &#39;user10003&#39;}),(bperson{name &#39;user10004&#39;}) create(a)-[knows]-&gt;(b) return a,b;
```

2. personDbPartition2 i have created data in personDbPartition2 and relationships 
```sql
CREATE (pperson {name &#39;user10004&#39;}); ## proxy data node
CREATE (pperson {name &#39;user10005&#39;, age 30});
CREATE (pperson {name &#39;user10006&#39;, age 30});
CREATE (pperson {name &#39;user10007&#39;, age 30});

CREATE CONSTRAINT for (pperson) REQUIRE p.name IS UNIQUE;

match(aperson{name &#39;user10004&#39;}),(bperson{name &#39;user10005&#39;}) create(a)-[knows]-&gt;(b) return a,b;
match(aperson{name &#39;user10005&#39;}),(bperson{name &#39;user10006&#39;}) create(a)-[knows]-&gt;(b) return a,b;
match(aperson{name &#39;user10006&#39;}),(bperson{name &#39;user10007&#39;}) create(a)-[knows]-&gt;(b) return a,b;
```

all data created successfully and i can access them individually while login to specific database and through composite DB also


but when i am calling below combine cypher then its returning empty results

```sql
CALL {
  USE socialDb.personP1 MATCH (pperson{name&#39;user10004&#39;}) RETURN COLLECT(p.name) AS pids
}
WITH *
UNWIND [g IN graph.names() WHERE g STARTS WITH &#39;socialDb.personP2&#39;] AS g
CALL {
  USE graph.byName(g)
  WITH pids
  UNWIND pids as pid
  MATCH (pperson{namepid})-[knows]-&gt;(cperson) RETURN p.name as pname, c.name AS cname
}
RETURN pname, cname
LIMIT 20;
```





am i missing anything in query? or same label not work for multiple database and alias ?","1689010892","","","","https//stackoverflow.com/q/76656126","","","Question","create two alias of same label for different DB - composite databases","false","76656126","65",,,,,
"137353","User","","","","","user7089046","","","","","","User","","false","7089046","",,,,,
"137354","Question","","2","My Edge object is like this

    class Edge {
       public long srcNodeId;
       public long destNodeId;
    }

Given a `List&lt;Edge&gt;`, is it possible to return all edges either src OR dest OR both nodes doesn&#39;t exist, using a single cypher query?","1688808580","","","","https//stackoverflow.com/q/76642251","","","Question","neo4j cypher to identify unresolved edges","false","76642251","32",,,,,
"137355","User","","","","","Arjun","","","","","","User","","false","583367","",,,,,
"137356","Question","","3","Neo4j Desktop
There is a big JSON file with entries like the one shown below.
I want to split up the entries of &quot;src&quot; and create nodes with each single one of the entries. 
Further i want the other values to be the nodes parameters.
Input via JSON file (see below).

What is the best way to do all this stuff?

```
{
    &quot;transaction&quot;  &quot;42043-134632465-3221&quot;,
    &quot;action&quot;  &quot;Accept&quot;,
    &quot;src&quot;  &quot;dummy593, dummy834, dummy203&quot;,
    &quot;adds&quot;     {
                },
    &quot;dest&quot;     {
                    &quot;name&quot;  &quot;John Doe&quot;,
                    &quot;address&quot;  &quot;Baker Street&quot;,
                    &quot;phone&quot;  &quot;12345, 54321&quot;                  
                }
}
```


I tried to combine the functions of apoc.load.json, apoc.cyper.run and within this i used split(src, &#39;,&#39;).
I&#39;ve gotten a security error and honestly i don&#39;t think it would&#39;ve worked though.
Should i use `apoc.load.json` or something like `with{json}`?

```
call apoc.load.json(&quot;file/Users/user/.Neo4jDesktop/relate-data/dbmss/dbms-969/import/example.json&quot;) YIELD value
with value.src as src
call apoc.cypher.run(&quot;with $src as src unwind src as src create (src {src src})&quot;, {src split(src, &#39;,&#39;)}) yield value
return value
```


Apologies and thanks - i&#39;m bloody new in cypher topics ... 
","1688735321","","","","https//stackoverflow.com/q/76637272","","","Question","How to split up elements in an array (JSON) and create nodes in neo4j","false","76637272","36",,,,,
"137357","User","","","","","chickenleg","","","","","","User","","false","22178705","",,,,,
"137358","Question","76631134","1","The DB has items, and these items have a string parameter which is a comma separated string array. Im trying to pass in a search variable, and use that to return the item node, and the string array but with only the strings that match the search variable

```
match (nNode) return n.string

```
returns the strings sorted by the item node as [&quot;abc,def,abcde&quot;]


```
match (nNode)  where any(string in n.string where string contains &quot;abc&quot;) return n
```
This gets me the nodes where one of the strings contains what I&#39;m looking for, but I can&#39;t seem to find a way to get the ones which matched and return them as a field



So if a node has a string of [&quot;abc&quot;,&quot;def&quot;,&quot;abcde&quot;] then when I search for strings containing &quot;bc&quot; then it should get the node and return just the strings of [&quot;abc&quot;,&quot;abcde&quot;]


","1688629312","","","","https//stackoverflow.com/q/76626552","","","Question","Trying to filter an array of strings to return a single field which is a subset of the array with strings that contain a variable","false","76626552","40",,,,,
"137359","User","","","","","footiefan92","","","","","","User","","false","22183369","",,,,,
"137360","Question","","0","I apologize for the naive question as I am relatively new to graph databases and currently working with Neptune OpenCypher for my use case. I am experiencing different outcomes for two similar queries and would like to understand the reasons behind it.

My dataset consists of hundreds of millions of nodes. Here are the details of the queries

Query 1 Timeout Error

```
MATCH p=(nPerson)-[RELATIONSHIP*..5]-&gt;(mPerson {condition True})
WHERE 
ID(n) = &lt;id_Value&gt;
AND size([node IN nodes(p) WHERE node.event_date &gt; n.event_date]) = 0
RETURN p
LIMIT 1
```

Query 2 Successful Response

```
MATCH p=(nPerson)-[RELATIONSHIP*..5]-&gt;(mPerson {condition True})
WHERE 
ID(n) = &lt;id_Value&gt;
AND size([node IN nodes(p) WHERE node.event_date &gt; n.event_date]) = 0
WITH p
ORDER BY n.event_date ASC
LIMIT 1
RETURN p
```

I&#39;m curious about the reasons behind the timeout error in Query 1 and the successful response in Query 2. Both queries have a similar structure, but Query 1 times out while Query 2 executes successfully. Can someone explain why this might be happening?

I ran both queries mentioned earlier, and Query 1 resulted in a timeout while Query 2 executed successfully. However, I&#39;m encountering unexpected results with Query 2, and I want to ensure that I&#39;m not misunderstanding or misusing it.","1688593634","","","","https//stackoverflow.com/q/76624234","","","Question","Query Timeout in Neptune OpenCypher - Different Results for Similar Queries","false","76624234","87",,,,,
"137361","User","","","","","topgun007","","","","","","User","","false","22181634","",,,,,
"137362","Question","","2","I have the datascheme shown in the picture. I want, for instance, to retrieve all &quot;Diseases&quot; connected to &quot;Pathway&quot; through different combinations of edges and nodes in between. If I write

MATCH (pPathway)-\[IS_INVOLVED\]-(dDisease) RETURN DISTINCT d.Name LIMIT 3

The query is executed very fast. If I write

MATCH (pPathway)-\[\*\]-(dDisease) RETURN DISTINCT d.Name LIMIT 3

It takes forever to finish. My suspicion is that it traverses to the Compound node at the beginning and checks if there is a connection to the node Disease. Since there is a fairly large number of Compound nodes, the execution time is extremely large. Is there a way to hint the engine to take a specific approach when traversing? Maybe influencing the query execution plan in some way?

My dataset is expected to increase so it

[Data Scheme](https//i.stack.imgur.com/pGfO1.png)

The only way of retrieving some results without an excessive wait time is by limiting the edge depth constraint to 1 or 2 (i.e. -[*..2]-). I am hoping to be able to retrieve results connected by a maximum of 6-edge paths (i.e. -[*..6]- or -[*]-).","1688542838","","","","https//stackoverflow.com/q/76618102","","","Question","Is there an efficient way of traversing a graph to find connections between two nodes through all combinations of relatiosnhips and nodes?","false","76618102","39",,,,,
"137363","User","","","","","Guillermo Guells","","","","","","User","","false","22174712","",,,,,
"137364","Question","76620613","2","I am currently doing something like

```
MATCH (sSomething)
OPTIONAL MATCH (tTag)&lt;-[HAS_TAG]-(s)
OPTIONAL MATCH (iItem)&lt;-[HAS_ITEM]-(s)
OPTIONAL MATCH (wWhatever)&lt;-[HAS_WHATEVER]-(s)
```

When I do a profile, I see that 3 optional expand for each OPTIONAL MATCH sequentially, wonder if I can speed it up by possibly doing it in parallel? Since its independent of each other? ","1688541774","","","","https//stackoverflow.com/q/76617954","","","Question","How do I do multiple OPTIONAL MATCH in parallel in Cypher?","false","76617954","42",,,,,
"137365","User","","","","","Jiew Meng","","","","","","User","","false","292291","",,,,,
"137366","Question","","2","A typical pattern I find myself looking for is I want to find results do some pagination (skip/limit) then do some additional &quot;joins&quot; to populate related fields. Currently, something like

    MATCH (sSomething)
    CALL {
      WITH s
      MATCH (s)-[SOMETHING]-&gt;(oOther)
      RETURN o
    }
    SKIP 1000
    LIMIT 50

Seem to cause the subquery to run for 1000 (the skipped `s` nodes) + 50 (limit). I think ideally I only need to run the subquery for the 50 nodes I really want, I tried putting the skip earlier but cannot seem to get the syntax correct. How do I do it? ","1688539366","","","","https//stackoverflow.com/q/76617679","","","Question","How to limit then do subquery?","false","76617679","23",,,,,
"137367","Question","","1","I have a large knowledge graph (below is a small part of it)
[![enter image description here][1]][1]


  [1] https//i.stack.imgur.com/Rggkl.png

The P nodes are in a hierarchy and other nodes and relationships are connected to them, I want to retrieve the D nodes and the edges and nodes attached to them like C and X nodes shown in the sample image below.
I want to write a query where I provide the id for node P1 and subsequently retrieve all the connections and extract a subgraph. There are multiple other connections to the D nodes. I want to retrieve all of it and also filter the connections based on edge properties. How can I do this using a cypher query in Neo4j?","1688473066","","","","https//stackoverflow.com/q/76612533","","","Question","Extract a subgraph starting from one node","false","76612533","52",,,,,
"137368","User","","","","","kamalika ray","","","","","","User","","false","20505088","",,,,,
"137369","Question","76604792","2","I have nodes in my graph where they are in a hierarchy. The hierarchy is saved as a node property instead of edges. There are no connecting edges between these nodes in the graph.

eg
```
P1 -CHILD-&gt; P2, P3 -CHILD-&gt; P4
P1 has Node property Child - [P2,P3,P4]
P2 has Node property Child - [P4]
P3 has Node property Child - [P4]
P4 has Node property Child - None
```
Is it possible to retrieve all the hierarchy starting from P1 in a cypher query?","1688374717","","","","https//stackoverflow.com/q/76603290","","","Question","Retrieve hierarchy based on node property with Cypher","false","76603290","37",,,,,
