"_id","_labels","MGLT","average_height","average_lifespan","birth_year","cargo_capacity","classification","climate","consumables","cost_in_credits","created","crew","designation","diameter","director","edited","episode_id","eye_color","eye_colors","gender","gravity","hair_color","hair_colors","height","hyperdrive_rating","injected","language","length","manufacturer","mass","max_atmosphering_speed","model","name","opening_crawl","orbital_period","passengers","population","producer","release_date","rotation_period","skin_color","skin_colors","starship_class","surface_water","synthlabel","terrain","title","updated","url","vehicle_class","_start","_end","_type","deleted","updated"
"38413",":Species","","190","100","","","mammal","","","","2014-12-20T17:58:19.088000Z","","sentient","","","2014-12-20T21:36:42.207000Z","","","black","","","","none","","","","Muun","","","","","","Muun","","","","","","","","","grey, white","","","Species","","","false","http://swapi.co/api/species/34/","",,,,,
"38414",":Species","","180","94","","","mammal","","","","2014-12-20T18:44:03.246000Z","","sentient","","","2014-12-20T21:36:42.209000Z","","","red, orange, yellow, green, blue, black","","","","none","","","","Togruti","","","","","","Togruta","","","","","","","","","red, white, orange, yellow, green, blue","","","Species","","","false","http://swapi.co/api/species/35/","",,,,,
"38415",":Species","","170","80","","","reptile","","","","2014-12-20T19:45:42.537000Z","","sentient","","","2014-12-20T21:36:42.210000Z","","","yellow","","","","none","","","","Kaleesh","","","","","","Kaleesh","","","","","","","","","brown, orange, tan","","","Species","","","false","http://swapi.co/api/species/36/","",,,,,
"38416",":Species","","190","700","","","mammal","","","","2014-12-20T20:35:06.777000Z","","sentient","","","2014-12-20T21:36:42.212000Z","","","black","","","","none","","","","Utapese","","","","","","Pau'an","","","","","","","","","grey","","","Species","","","false","http://swapi.co/api/species/37/","",,,,,
"38417",":Species","","210","400","","","mammal","","","","2014-12-10T16:44:31.486000Z","","sentient","","","2015-01-30T21:23:03.074598Z","","","blue, green, yellow, brown, golden, red","","","","black, brown","","","","Shyriiwook","","","","","","Wookiee","","","","","","","","","gray","","","Species","","","false","http://swapi.co/api/species/3/","",,,,,
"38418",":Species","","n/a","indefinite","","","artificial","","","","2014-12-10T15:16:16.259000Z","","sentient","","","2015-04-17T06:59:43.869528Z","","","n/a","","","","n/a","","","","n/a","","","","","","Droid","","","","","","","","","n/a","","","Species","","","false","http://swapi.co/api/species/2/","",,,,,
"38419",":Species","","180","120","","","mammal","","","","2014-12-10T13:52:11.567000Z","","sentient","","","2015-04-17T06:59:55.850671Z","","","brown, blue, green, hazel, grey, amber","","","","blonde, brown, black, red","","","","Galactic Basic","","","","","","Human","","","","","","","","","caucasian, black, asian, hispanic","","","Species","","","false","http://swapi.co/api/species/1/","",,,,,
"38420",":Species","","170","unknown","","","sentient","","","","2014-12-10T17:05:26.471000Z","","reptilian","","","2016-07-19T13:27:03.156498Z","","","black","","","","n/a","","","","Galactic Basic","","","","","","Rodian","","","","","","","","","green, blue","","","Species","","","false","http://swapi.co/api/species/4/","",,,,,
"38421",":Vehicle","","","","","50000","","","2 months","150000","2014-12-10T15:36:25.724000Z","46","","","","2014-12-22T18:21:15.523587Z","","","","","","","","","","true","","36.8","Corellia Mining Corporation","","30","Digger Crawler","Sand Crawler","","","30","","","","","","","","","Film","","","false","http://swapi.co/api/vehicles/4/","wheeled",,,,,
"38422",":Vehicle","","","","","50","","","0","14500","2014-12-10T16:01:52.434000Z","1","","","","2014-12-22T18:21:15.552614Z","","","","","","","","","","true","","10.4","Incom Corporation","","1200","T-16 skyhopper","T-16 skyhopper","","","1","","","","","","","","","Film","","","false","http://swapi.co/api/vehicles/6/","repulsorcraft",,,,,
"38423",":Vehicle","","","","","5","","","unknown","10550","2014-12-10T16:13:52.586000Z","1","","","","2014-12-22T18:21:15.583700Z","","","","","","","","","","","","3.4","SoroSuub Corporation","","250","X-34 landspeeder","X-34 landspeeder","","","1","","","","","","","","","Vehicle","","","false","http://swapi.co/api/vehicles/7/","repulsorcraft",,,,,
"38424",":Vehicle","","","","","65","","","2 days","unknown","2014-12-10T16:33:52.860000Z","1","","","","2014-12-22T18:21:15.606149Z","","","","","","","","","","","","6.4","Sienar Fleet Systems","","1200","Twin Ion Engine/Ln Starfighter","TIE/LN starfighter","","","0","","","","","","","","","Vehicle","","","false","http://swapi.co/api/vehicles/8/","starfighter",,,,,
"38425",":Vehicle","","","","","10","","","none","unknown","2014-12-15T12:22:12Z","2","","","","2014-12-22T18:21:15.623033Z","","","","","","","","","","","","4.5","Incom corporation","","650","t-47 airspeeder","Snowspeeder","","","0","","","","","","","","","Vehicle","","","false","http://swapi.co/api/vehicles/14/","airspeeder",,,,,
"38426",":Vehicle","","","","","none","","","2 days","unknown","2014-12-15T12:33:15.838000Z","1","","","","2014-12-22T18:21:15.667730Z","","","","","","","","","","","","7.8","Sienar Fleet Systems","","850","TIE/sa bomber","TIE bomber","","","0","","","","","","","","","Vehicle","","","false","http://swapi.co/api/vehicles/16/","space/planetary bomber",,,,,
"38427",":Vehicle","","","","","1000","","","unknown","unknown","2014-12-15T12:38:25.937000Z","5","","","","2014-12-22T18:21:15.714673Z","","","","","","","","","","","","20","Kuat Drive Yards, Imperial Department of Military Research","","60","All Terrain Armored Transport","AT-AT","","","40","","","","","","","","","Vehicle","","","false","http://swapi.co/api/vehicles/18/","assault walker",,,,,
"38428",":Vehicle","","","","","200","","","none","unknown","2014-12-15T12:46:42.384000Z","2","","","","2014-12-22T18:21:15.761584Z","","","","","","","","","","","","2","Kuat Drive Yards, Imperial Department of Military Research","","90","All Terrain Scout Transport","AT-ST","","","0","","","","","","","","","Vehicle","","","false","http://swapi.co/api/vehicles/19/","walker",,,,,
"38429",":Vehicle","","","","","10","","","1 day","75000","2014-12-15T12:58:50.530000Z","2","","","","2014-12-22T18:21:15.783232Z","","","","","","","","","","","","7","Bespin Motors","","1500","Storm IV Twin-Pod","Storm IV Twin-Pod cloud car","","","0","","","","","","","","","Vehicle","","","false","http://swapi.co/api/vehicles/20/","repulsorcraft",,,,,
"38430",":Vehicle","","","","","2000000","","","Live food tanks","285000","2014-12-18T10:44:14.217000Z","26","","","","2014-12-22T18:21:15.807906Z","","","","","","","","","","","","30","Ubrikkian Industries Custom Vehicle Division","","100","Modified Luxury Sail Barge","Sail barge","","","500","","","","","","","","","Vehicle","","","false","http://swapi.co/api/vehicles/24/","sail barge",,,,,
"38431",":Vehicle","","","","","135000","","","1 day","8000","2014-12-18T10:48:03.208000Z","5","","","","2014-12-22T18:21:15.845988Z","","","","","","","","","","","","9.5","Ubrikkian Industries","","250","Bantha-II","Bantha-II cargo skiff","","","16","","","","","","","","","Vehicle","","","false","http://swapi.co/api/vehicles/25/","repulsorcraft cargo skiff",,,,,
"38432",":Vehicle","","","","","75","","","2 days","unknown","2014-12-18T10:50:28.225000Z","1","","","","2014-12-22T18:21:15.882388Z","","","","","","","","","","","","9.6","Sienar Fleet Systems","","1250","Twin Ion Engine Interceptor","TIE/IN interceptor","","","0","","","","","","","","","Vehicle","","","false","http://swapi.co/api/vehicles/26/","starfighter",,,,,
"38433",":Vehicle","","","","","4","","","1 day","8000","2014-12-18T11:20:04.625000Z","1","","","","2014-12-22T18:21:15.920537Z","","","","","","","","","","","","3","Aratech Repulsor Company","","360","74-Z speeder bike","Imperial Speeder Bike","","","1","","","","","","","","","Vehicle","","","false","http://swapi.co/api/vehicles/30/","speeder",,,,,
"38434",":Vehicle","","","","","0","","","none","unknown","2014-12-19T17:09:53.584000Z","0","","","","2014-12-22T18:21:15.953870Z","","","","","","","","","","","","3.5","Haor Chall Engineering, Baktoid Armor Workshop","","1200","Vulture-class droid starfighter","Vulture Droid","","","0","","","","","","","","","Vehicle","","","false","http://swapi.co/api/vehicles/33/","starfighter",,,,,
"38435",":Vehicle","","","","","12000","","","unknown","138000","2014-12-19T17:12:04.400000Z","4","","","","2014-12-22T18:21:15.975171Z","","","","","","","","","","","","31","Baktoid Armor Workshop","","35","Multi-Troop Transport","Multi-Troop Transport","","","112","","","","","","","","","Vehicle","","","false","http://swapi.co/api/vehicles/34/","repulsorcraft",,,,,
"38436",":Vehicle","","","","","unknown","","","unknown","unknown","2014-12-19T17:13:29.799000Z","4","","","","2014-12-22T18:21:15.984817Z","","","","","","","","","","","","9.75","Baktoid Armor Workshop","","55","Armoured Assault Tank","Armored Assault Tank","","","6","","","","","","","","","Vehicle","","","false","http://swapi.co/api/vehicles/35/","repulsorcraft",,,,,
"38437",":Vehicle","","","","","none","","","none","2500","2014-12-19T17:15:09.511000Z","1","","","","2014-12-22T18:21:16.008594Z","","","","","","","","","","","","2","Baktoid Armor Workshop","","400","Single Trooper Aerial Platform","Single Trooper Aerial Platform","","","0","","","","","","","","","Vehicle","","","false","http://swapi.co/api/vehicles/36/","repulsorcraft",,,,,
"38438",":Vehicle","","","","","1800000","","","1 day","200000","2014-12-19T17:20:36.373000Z","140","","","","2014-12-22T18:21:16.033738Z","","","","","","","","","","","","210","Haor Chall Engineering","","587","C-9979 landing craft","C-9979 landing craft","","","284","","","","","","","","","Vehicle","","","false","http://swapi.co/api/vehicles/37/","landing craft",,,,,
"38439",":Vehicle","","","","","1600","","","unknown","unknown","2014-12-19T17:37:37.924000Z","1","","","","2014-12-22T18:21:16.072083Z","","","","","","","","","","","","15","Otoh Gunga Bongameken Cooperative","","85","Tribubble bongo","Tribubble bongo","","","2","","","","","","","","","Vehicle","","","false","http://swapi.co/api/vehicles/38/","submarine",,,,,
"38440",":Vehicle","","","","","2","","","unknown","4000","2014-12-20T10:09:56.095000Z","1","","","","2014-12-22T18:21:16.095041Z","","","","","","","","","","","","1.5","Razalon","","180","FC-20 speeder bike","Sith speeder","","","0","","","","","","","","","Vehicle","","","false","http://swapi.co/api/vehicles/42/","speeder",,,,,
"38441",":Vehicle","","","","","200","","","none","5750","2014-12-20T16:24:16.026000Z","1","","","","2014-12-22T18:21:16.117652Z","","","","","","","","","","","","3.68","Mobquet Swoops and Speeders","","350","Zephyr-G swoop bike","Zephyr-G swoop bike","","","1","","","","","","","","","Vehicle","","","false","http://swapi.co/api/vehicles/44/","repulsorcraft",,,,,
"38442",":Vehicle","","","","","80","","","unknown","unknown","2014-12-20T17:17:33.526000Z","1","","","","2014-12-22T18:21:16.140018Z","","","","","","","","","","","","6.6","Desler Gizh Outworld Mobility Corporation","","800","Koro-2 Exodrive airspeeder","Koro-2 Exodrive airspeeder","","","1","","","","","","","","","Vehicle","","","false","http://swapi.co/api/vehicles/45/","airspeeder",,,,,
"38443",":Vehicle","","","","","unknown","","","unknown","unknown","2014-12-20T17:19:19.991000Z","1","","","","2014-12-22T18:21:16.150194Z","","","","","","","","","","","","6.23","Narglatch AirTech prefabricated kit","","720","XJ-6 airspeeder","XJ-6 airspeeder","","","1","","","","","","","","","Vehicle","","","false","http://swapi.co/api/vehicles/46/","airspeeder",,,,,
"38444",":Vehicle","","","","","170","","","unknown","unknown","2014-12-20T18:01:21.014000Z","6","","","","2014-12-22T18:21:16.181363Z","","","","","","","","","","","","17.4","Rothana Heavy Engineering","","620","Low Altitude Assault Transport/infrantry","LAAT/i","","","30","","","","","","","","","Vehicle","","","false","http://swapi.co/api/vehicles/50/","gunship",,,,,
"38445",":Vehicle","","","","","40000","","","unknown","unknown","2014-12-20T18:02:46.802000Z","1","","","","2014-12-22T18:21:16.229733Z","","","","","","","","","","","","28.82","Rothana Heavy Engineering","","620","Low Altitude Assault Transport/carrier","LAAT/c","","","0","","","","","","","","","Vehicle","","","false","http://swapi.co/api/vehicles/51/","gunship",,,,,
"38446",":Vehicle","","","","","10","","","none","15000","2014-12-20T19:43:54.870000Z","1","","","","2014-12-22T18:21:16.422662Z","","","","","","","","","","","","3.5","Z-Gomot Ternbuell Guppat Corporation","","330","Tsmeu-6 personal wheel bike","Tsmeu-6 personal wheel bike","","","1","","","","","","","","","Vehicle","","","false","http://swapi.co/api/vehicles/60/","wheeled walker",,,,,
"38447",":Vehicle","","","","","unknown","","","unknown","unknown","2014-12-20T19:50:58.559000Z","2","","","","2014-12-22T18:21:16.450655Z","","","","","","","","","","","","unknown","unknown","","unknown","Fire suppression speeder","Emergency Firespeeder","","","unknown","","","","","","","","","Vehicle","","","false","http://swapi.co/api/vehicles/62/","fire suppression ship",,,,,
"38448",":Vehicle","","","","","0","","","none","20000","2014-12-20T20:05:19.992000Z","1","","","","2014-12-22T18:21:16.478901Z","","","","","","","","","","","","5.4","Colla Designs, Phlac-Arphocc Automata Industries","","1180","tri-fighter","Droid tri-fighter","","","0","","","","","","","","","Vehicle","","","false","http://swapi.co/api/vehicles/67/","droid starfighter",,,,,
"38449",":Vehicle","","","","","50","","","3 days","12125","2014-12-20T20:20:53.931000Z","2","","","","2014-12-22T18:21:16.517049Z","","","","","","","","","","","","15.1","Appazanna Engineering Works","","420","Oevvaor jet catamaran","Oevvaor jet catamaran","","","2","","","","","","","","","Vehicle","","","false","http://swapi.co/api/vehicles/69/","airspeeder",,,,,
"38450",":Vehicle","","","","","20","","","none","14750","2014-12-20T20:21:55.648000Z","2","","","","2014-12-22T18:21:16.547708Z","","","","","","","","","","","","7","Appazanna Engineering Works","","310","Raddaugh Gnasp fluttercraft","Raddaugh Gnasp fluttercraft","","","0","","","","","","","","","Vehicle","","","false","http://swapi.co/api/vehicles/70/","air speeder",,,,,
"38451",":Vehicle","","","","","30000","","","20 days","350000","2014-12-20T20:24:45.587000Z","20","","","","2014-12-22T18:21:16.571079Z","","","","","","","","","","","","49.4","Kuat Drive Yards","","160","HAVw A6 Juggernaut","Clone turbo tank","","","300","","","","","","","","","Vehicle","","","false","http://swapi.co/api/vehicles/71/","wheeled walker",,,,,
"38452",":Vehicle","","","","","none","","","none","49000","2014-12-20T20:26:55.522000Z","0","","","","2014-12-22T18:21:16.612902Z","","","","","","","","","","","","10.96","Techno Union","","100","NR-N99 Persuader-class droid enforcer","Corporate Alliance tank droid","","","4","","","","","","","","","Vehicle","","","false","http://swapi.co/api/vehicles/72/","droid tank",,,,,
"38453",":Vehicle","","","","","0","","","none","60000","2014-12-20T20:32:05.687000Z","0","","","","2014-12-22T18:21:16.643329Z","","","","","","","","","","","","12.3","Baktoid Fleet Ordnance, Haor Chall Engineering","","820","HMP droid gunship","Droid gunship","","","0","","","","","","","","","Vehicle","","","false","http://swapi.co/api/vehicles/73/","airspeeder",,,,,
"38454",":Vehicle","","","","","20","","","1 day","40000","2014-12-20T20:47:49.189000Z","1","","","","2014-12-22T18:21:16.672821Z","","","","","","","","","","","","3.2","Kuat Drive Yards","","90","All Terrain Recon Transport","AT-RT","","","0","","","","","","","","","Vehicle","","","false","http://swapi.co/api/vehicles/76/","walker",,,,,
"38455",":Vehicle","","","","","10000","","","21 days","unknown","2014-12-20T18:10:07.560000Z","6","","","","2014-12-22T18:21:16.293771Z","","","","","","","","","","","","13.2","Rothana Heavy Engineering, Kuat Drive Yards","","60","All Terrain Tactical Enforcer","AT-TE","","","36","","","","","","","","","Vehicle","","","false","http://swapi.co/api/vehicles/53/","walker",,,,,
"38456",":Vehicle","","","","","500","","","7 days","unknown","2014-12-20T18:12:32.315000Z","25","","","","2014-12-22T18:21:16.311761Z","","","","","","","","","","","","140","Rothana Heavy Engineering","","35","Self-Propelled Heavy Artillery","SPHA","","","30","","","","","","","","","Vehicle","","","false","http://swapi.co/api/vehicles/54/","walker",,,,,
"38457",":Vehicle","","","","","unknown","","","unknown","8000","2014-12-20T18:15:20.312000Z","1","","","","2014-12-22T18:21:16.335005Z","","","","","","","","","","","","2","Huppla Pasa Tisc Shipwrights Collective","","634","Flitknot speeder","Flitknot speeder","","","0","","","","","","","","","Vehicle","","","false","http://swapi.co/api/vehicles/55/","speeder",,,,,
"38458",":Vehicle","","","","","1000","","","7 days","unknown","2014-12-20T18:25:44.912000Z","2","","","","2014-12-22T18:21:16.366134Z","","","","","","","","","","","","20","Haor Chall Engineering","","880","Sheathipede-class transport shuttle","Neimoidian shuttle","","","6","","","","","","","","","Vehicle","","","false","http://swapi.co/api/vehicles/56/","transport",,,,,
"38459",":Vehicle","","","","","unknown","","","unknown","unknown","2014-12-20T18:34:12.541000Z","1","","","","2014-12-22T18:21:16.390980Z","","","","","","","","","","","","9.8","Huppla Pasa Tisc Shipwrights Collective","","20000","Nantex-class territorial defense","Geonosian starfighter","","","0","","","","","","","","","Vehicle","","","false","http://swapi.co/api/vehicles/57/","starfighter",,,,,
"38460",":Starship","70","","","","180000","","","1 month","240000","2014-12-10T15:48:00.586000Z","5","","","","2014-12-22T17:35:44.431407Z","","","","","","","","","1.0","true","","38","Sienar Fleet Systems, Cyngus Spaceworks","","1000","Sentinel-class landing craft","Sentinel-class landing craft","","","75","","","","","","","landing craft","","Film","","","false","http://swapi.co/api/starships/5/","",,,,,
"38461",":Starship","10","","","","1000000000000","","","3 years","1000000000000","2014-12-10T16:36:50.509000Z","342953","","","","2014-12-22T17:35:44.452589Z","","","","","","","","","4.0","true","","120000","Imperial Department of Military Research, Sienar Fleet Systems","","n/a","DS-1 Orbital Battle Station","Death Star","","","843342","","","","","","","Deep Space Mobile Battlestation","","Film","","","false","http://swapi.co/api/starships/9/","",,,,,
"38462",":Starship","75","","","","100000","","","2 months","100000","2014-12-10T16:59:45.094000Z","4","","","","2014-12-22T17:35:44.464156Z","","","","","","","","","0.5","","","34.37","Corellian Engineering Corporation","","1050","YT-1300 light freighter","Millennium Falcon","","","6","","","","","","","Light freighter","","Starship","","","false","http://swapi.co/api/starships/10/","",,,,,
"38463",":Starship","80","","","","110","","","1 week","134999","2014-12-12T11:00:39.817000Z","2","","","","2014-12-22T17:35:44.479706Z","","","","","","","","","1.0","","","14","Koensayr Manufacturing","","1000km","BTL Y-wing","Y-wing","","","0","","","","","","","assault starfighter","","Starship","","","false","http://swapi.co/api/starships/11/","",,,,,
"38464",":Starship","100","","","","110","","","1 week","149999","2014-12-12T11:19:05.340000Z","1","","","","2014-12-22T17:35:44.491233Z","","","","","","","","","1.0","","","12.5","Incom Corporation","","1050","T-65 X-wing","X-wing","","","0","","","","","","","Starfighter","","Starship","","","false","http://swapi.co/api/starships/12/","",,,,,
"38465",":Starship","105","","","","150","","","5 days","unknown","2014-12-12T11:21:32.991000Z","1","","","","2014-12-22T17:35:44.549047Z","","","","","","","","","1.0","","","9.2","Sienar Fleet Systems","","1200","Twin Ion Engine Advanced x1","TIE Advanced x1","","","0","","","","","","","Starfighter","","Starship","","","false","http://swapi.co/api/starships/13/","",,,,,
"38466",":Starship","40","","","","250000000","","","6 years","1143350000","2014-12-15T12:31:42.547000Z","279144","","","","2014-12-22T17:35:44.638231Z","","","","","","","","","2.0","","","19,000","Kuat Drive Yards, Fondor Shipyards","","n/a","Executor-class star dreadnought","Executor","","","38000","","","","","","","Star dreadnought","","Starship","","","false","http://swapi.co/api/starships/15/","",,,,,
"38467",":Starship","70","","","","70000","","","1 month","unknown","2014-12-15T13:00:56.332000Z","1","","","","2014-12-22T17:35:44.716273Z","","","","","","","","","3.0","","","21.5","Kuat Systems Engineering","","1000","Firespray-31-class patrol and attack","Slave 1","","","6","","","","","","","Patrol craft","","Starship","","","false","http://swapi.co/api/starships/21/","",,,,,
"38468",":Starship","50","","","","80000","","","2 months","240000","2014-12-15T13:04:47.235000Z","6","","","","2014-12-22T17:35:44.795405Z","","","","","","","","","1.0","","","20","Sienar Fleet Systems","","850","Lambda-class T-4a shuttle","Imperial shuttle","","","20","","","","","","","Armed government transport","","Starship","","","false","http://swapi.co/api/starships/22/","",,,,,
"38469",":Starship","40","","","","6000000","","","2 years","8500000","2014-12-15T13:06:30.813000Z","854","","","","2014-12-22T17:35:44.848329Z","","","","","","","","","2.0","","","300","Kuat Drive Yards","","800","EF76 Nebulon-B escort frigate","EF76 Nebulon-B escort frigate","","","75","","","","","","","Escort ship","","Starship","","","false","http://swapi.co/api/starships/23/","",,,,,
"38470",":Starship","60","","","","unknown","","","2 years","104000000","2014-12-18T10:54:57.804000Z","5400","","","","2014-12-22T17:35:44.957852Z","","","","","","","","","1.0","","","1200","Mon Calamari shipyards","","n/a","MC80 Liberty type Star Cruiser","Calamari Cruiser","","","1200","","","","","","","Star Cruiser","","Starship","","","false","http://swapi.co/api/starships/27/","",,,,,
"38471",":Starship","120","","","","40","","","1 week","175000","2014-12-18T11:16:34.542000Z","1","","","","2014-12-22T17:35:44.978754Z","","","","","","","","","1.0","","","9.6","Alliance Underground Engineering, Incom Corporation","","1300","RZ-1 A-wing Interceptor","A-wing","","","0","","","","","","","Starfighter","","Starship","","","false","http://swapi.co/api/starships/28/","",,,,,
"38472",":Starship","91","","","","45","","","1 week","220000","2014-12-18T11:18:04.763000Z","1","","","","2014-12-22T17:35:45.011193Z","","","","","","","","","2.0","","","16.9","Slayn & Korpil","","950","A/SF-01 B-wing starfighter","B-wing","","","0","","","","","","","Assault Starfighter","","Starship","","","false","http://swapi.co/api/starships/29/","",,,,,
"38473",":Starship","unknown","","","","unknown","","","unknown","unknown","2014-12-19T17:01:31.488000Z","9","","","","2014-12-22T17:35:45.027308Z","","","","","","","","","2.0","","","115","Corellian Engineering Corporation","","900","Consular-class cruiser","Republic Cruiser","","","16","","","","","","","Space cruiser","","Starship","","","false","http://swapi.co/api/starships/31/","",,,,,
"38474",":Starship","unknown","","","","65","","","7 days","200000","2014-12-19T17:39:17.582000Z","1","","","","2014-12-22T17:35:45.079452Z","","","","","","","","","1.0","","","11","Theed Palace Space Vessel Engineering Corps","","1100","N-1 starfighter","Naboo fighter","","","0","","","","","","","Starfighter","","Starship","","","false","http://swapi.co/api/starships/39/","",,,,,
"38475",":Starship","unknown","","","","unknown","","","unknown","unknown","2014-12-19T17:45:03.506000Z","8","","","","2014-12-22T17:35:45.091925Z","","","","","","","","","1.8","","","76","Theed Palace Space Vessel Engineering Corps, Nubia Star Drives","","920","J-type 327 Nubian royal starship","Naboo Royal Starship","","","unknown","","","","","","","yacht","","Starship","","","false","http://swapi.co/api/starships/40/","",,,,,
"38476",":Starship","unknown","","","","2500000","","","30 days","55000000","2014-12-20T09:39:56.116000Z","1","","","","2014-12-22T17:35:45.105522Z","","","","","","","","","1.5","","","26.5","Republic Sienar Systems","","1180","Star Courier","Scimitar","","","6","","","","","","","Space Transport","","Starship","","","false","http://swapi.co/api/starships/41/","",,,,,
"38477",":Starship","unknown","","","","unknown","","","1 year","2000000","2014-12-20T11:05:51.237000Z","5","","","","2014-12-22T17:35:45.124386Z","","","","","","","","","0.7","","","39","Theed Palace Space Vessel Engineering Corps, Nubia Star Drives","","2000","J-type diplomatic barge","J-type diplomatic barge","","","10","","","","","","","Diplomatic barge","","Starship","","","false","http://swapi.co/api/starships/43/","",,,,,
"38478",":Starship","unknown","","","","unknown","","","unknown","unknown","2014-12-20T17:24:23.509000Z","unknown","","","","2014-12-22T17:35:45.135987Z","","","","","","","","","unknown","","","390","Botajef Shipyards","","unknown","Botajef AA-9 Freighter-Liner","AA-9 Coruscant freighter","","","30000","","","","","","","freighter","","Starship","","","false","http://swapi.co/api/starships/47/","",,,,,
"38479",":Starship","unknown","","","","60","","","7 days","180000","2014-12-20T17:35:23.906000Z","1","","","","2014-12-22T17:35:45.147746Z","","","","","","","","","1.0","","","8","Kuat Systems Engineering","","1150","Delta-7 Aethersprite-class interceptor","Jedi starfighter","","","0","","","","","","","Starfighter","","Starship","","","false","http://swapi.co/api/starships/48/","",,,,,
"38480",":Starship","unknown","","","","unknown","","","unknown","unknown","2014-12-20T17:46:46.847000Z","4","","","","2014-12-22T17:35:45.158969Z","","","","","","","","","0.9","","","47.9","Theed Palace Space Vessel Engineering Corps","","8000","H-type Nubian yacht","H-type Nubian yacht","","","unknown","","","","","","","yacht","","Starship","","","false","http://swapi.co/api/starships/49/","",,,,,
"38481",":Starship","60","","","","36000000","","","2 years","150000000","2014-12-10T15:08:19.848000Z","47060","","","","2014-12-22T17:35:44.410941Z","","","","","","","","","2.0","","","1,600","Kuat Drive Yards","","975","Imperial I-class Star Destroyer","Star Destroyer","","","0","","","","","","","Star Destroyer","","Starship","","","false","http://swapi.co/api/starships/3/","",,,,,
"38482",":Starship","unknown","","","","50000000","","","4 years","125000000","2014-12-20T19:40:21.902000Z","600","","","","2014-12-22T17:35:45.195165Z","","","","","","","","","1.5","","","1088","Rendili StarDrive, Free Dac Volunteers Engineering corps.","","1050","Providence-class carrier/destroyer","Trade Federation cruiser","","","48247","","","","","","","capital ship","","Starship","","","false","http://swapi.co/api/starships/59/","",,,,,
"38483",":Starship","unknown","","","","50000","","","56 days","1000000","2014-12-20T19:48:40.409000Z","5","","","","2014-12-22T17:35:45.208584Z","","","","","","","","","1.0","","","18.5","Cygnus Spaceworks","","2000","Theta-class T-2c shuttle","Theta-class T-2c shuttle","","","16","","","","","","","transport","","Starship","","","false","http://swapi.co/api/starships/61/","",,,,,
"38484",":Starship","unknown","","","","unknown","","","unknown","unknown","2015-04-17T06:58:50.614475Z","1","","","","2015-04-17T06:58:50.614528Z","","","","","","","","","unknown","","","unknown","Incom","","unknown","T-70 X-wing fighter","T-70 X-wing fighter","","","unknown","","","","","","","fighter","","Starship","","","false","http://swapi.co/api/starships/77/","",,,,,
"38485",":Starship","20","","","","19000000","","","6 months","unknown","2014-12-15T12:34:52.264000Z","6","","","","2014-12-22T17:35:44.680838Z","","","","","","","","","4.0","","","90","Gallofree Yards, Inc.","","650","GR-75 medium transport","Rebel transport","","","90","","","","","","","Medium transport","","Starship","","","false","http://swapi.co/api/starships/17/","",,,,,
"38486",":Starship","unknown","","","","4000000000","","","500 days","unknown","2014-12-19T17:04:06.323000Z","175","","","","2014-12-22T17:35:45.042900Z","","","","","","","","","2.0","","","3170","Hoersch-Kessel Drive, Inc.","","n/a","Lucrehulk-class Droid Control Ship","Droid control ship","","","139000","","","","","","","Droid control ship","","Starship","","","false","http://swapi.co/api/starships/32/","",,,,,
"38487",":Starship","unknown","","","","11250000","","","2 years","unknown","2014-12-20T18:08:42.926000Z","700","","","","2014-12-22T17:35:45.171653Z","","","","","","","","","0.6","","","752","Rothana Heavy Engineering","","unknown","Acclamator I-class assault ship","Republic Assault ship","","","16000","","","","","","","assault ship","","Starship","","","false","http://swapi.co/api/starships/52/","",,,,,
"38488",":Starship","unknown","","","","240","","","7 days","35700","2014-12-20T18:37:56.969000Z","3","","","","2014-12-22T17:35:45.183075Z","","","","","","","","","1.5","","","15.2","Huppla Pasa Tisc Shipwrights Collective","","1600","Punworcca 116-class interstellar sloop","Solar Sailer","","","11","","","","","","","yacht","","Starship","","","false","http://swapi.co/api/starships/58/","",,,,,
"38489",":Starship","unknown","","","","20000000","","","2 years","59000000","2014-12-20T19:52:56.232000Z","7400","","","","2014-12-22T17:35:45.224540Z","","","","","","","","","1.0","","","1137","Kuat Drive Yards, Allanteen Six shipyards","","975","Senator-class Star Destroyer","Republic attack cruiser","","","2000","","","","","","","star destroyer","","Starship","","","false","http://swapi.co/api/starships/63/","",,,,,
"38490",":Starship","unknown","","","","unknown","","","unknown","unknown","2014-12-20T19:55:15.396000Z","3","","","","2014-12-22T17:35:45.258859Z","","","","","","","","","0.5","","","29.2","Theed Palace Space Vessel Engineering Corps/Nubia Star Drives, Incorporated","","1050","J-type star skiff","Naboo star skiff","","","3","","","","","","","yacht","","Starship","","","false","http://swapi.co/api/starships/64/","",,,,,
"38491",":Starship","unknown","","","","60","","","2 days","320000","2014-12-20T19:56:57.468000Z","1","","","","2014-12-22T17:35:45.272349Z","","","","","","","","","1.0","","","5.47","Kuat Systems Engineering","","1500","Eta-2 Actis-class light interceptor","Jedi Interceptor","","","0","","","","","","","starfighter","","Starship","","","false","http://swapi.co/api/starships/65/","",,,,,
